,City ID,City,Country Code,Latitude,Longitude,Temp Kelvin,Temp C,Temp F,Humidity (RH)%,Cloud% Cover,wind speed (m/s),wind speed (mph),Time stamp
507,1299154,Prome,MM,18.82,95.22,297.13,24.0,75.0,71,0,4.12,9.16,['22 Nov 2020 21:55:58']
508,3169687,Quattro Castella,IT,44.63,10.47,275.3,2.0,36.0,49,16,1.01,2.24,['22 Nov 2020 21:55:58']
509,1028434,Quelimane,MZ,-17.88,36.89,297.09,24.0,75.0,88,20,2.1,4.67,['22 Nov 2020 21:55:58']
510,3839479,Rafaela,AR,-31.25,-61.49,295.14,22.0,72.0,40,0,0.45,1.0,['22 Nov 2020 21:55:58']
511,5836068,Rawlins,US,41.79,-107.24,269.15,-4.0,25.0,32,1,2.69,5.98,['22 Nov 2020 21:55:58']
512,2356228,Réo,BF,12.32,-2.47,295.32,22.0,72.0,21,14,3.8,8.44,['22 Nov 2020 21:55:58']
513,3372707,Ribeira Grande,PT,38.52,-28.7,289.88,17.0,62.0,75,3,4.07,9.04,['22 Nov 2020 21:55:58']
514,962367,Richards Bay,ZA,-28.78,32.04,293.04,20.0,68.0,89,99,1.99,4.42,['22 Nov 2020 21:55:58']
515,5387494,Ridgecrest,US,35.62,-117.67,284.82,12.0,53.0,39,0,1.56,3.47,['22 Nov 2020 21:55:58']
516,4030556,Rikitea,PF,-23.12,-134.97,296.62,23.0,74.0,75,100,2.99,6.64,['22 Nov 2020 21:55:58']
517,4218882,Rincon,US,32.3,-81.24,290.58,17.0,63.0,93,90,2.6,5.78,['22 Nov 2020 21:55:58']
518,961226,Ritchie,ZA,-29.04,24.6,289.15,16.0,61.0,87,0,3.6,8.0,['22 Nov 2020 21:55:58']
519,3577430,Road Town,VG,18.42,-64.62,300.19,27.0,81.0,81,4,5.81,12.91,['22 Nov 2020 21:55:58']
520,3440777,Rocha,UY,-34.48,-54.33,285.41,12.0,54.0,92,0,3.26,7.24,['22 Nov 2020 21:55:58']
521,350203,Rosetta,EG,31.4,30.42,290.15,17.0,63.0,88,40,1.0,2.22,['22 Nov 2020 21:55:58']
522,2639069,Rottingdean,GB,50.81,-0.06,279.52,6.0,43.0,94,22,0.45,1.0,['22 Nov 2020 21:55:58']
523,5488598,Ruidoso,US,33.33,-105.67,276.62,3.0,38.0,100,90,2.6,5.78,['22 Nov 2020 21:55:58']
524,423549,Rumonge,BI,-3.97,29.44,295.12,22.0,72.0,72,37,1.51,3.36,['22 Nov 2020 21:55:58']
525,2212775,Sabha,LY,27.04,14.43,287.93,15.0,59.0,37,0,6.64,14.76,['22 Nov 2020 21:55:58']
526,5546220,Saint George,US,37.1,-113.58,284.36,11.0,52.0,25,1,0.48,1.07,['22 Nov 2020 21:55:58']
527,4171522,St. Pete Beach,US,27.73,-82.74,294.39,21.0,70.0,94,1,2.6,5.78,['22 Nov 2020 21:55:58']
528,3579925,St. George's,GD,12.06,-61.75,300.15,27.0,81.0,78,20,7.7,17.11,['22 Nov 2020 21:55:58']
529,6690296,Saint-Joseph,RE,-21.37,55.62,297.15,24.0,75.0,69,88,4.6,10.22,['22 Nov 2020 21:55:58']
530,6690297,Saint-Leu,RE,-21.15,55.28,295.03,22.0,71.0,69,82,4.6,10.22,['22 Nov 2020 21:55:58']
531,935215,Saint-Philippe,RE,-21.36,55.77,295.37,22.0,72.0,69,96,4.6,10.22,['22 Nov 2020 21:55:58']
532,6137947,Sainte-Julienne,CA,45.97,-73.72,271.43,-2.0,29.0,99,100,2.1,4.67,['22 Nov 2020 21:55:58']
533,935248,Sainte-Suzanne,RE,-20.91,55.61,294.59,22.0,71.0,64,40,5.7,12.67,['22 Nov 2020 21:55:58']
534,102527,Sakakah,SA,29.97,40.21,283.15,10.0,50.0,81,0,1.24,2.76,['22 Nov 2020 21:55:58']
535,286621,Salalah,OM,17.02,54.09,300.15,27.0,81.0,65,0,1.5,3.33,['22 Nov 2020 21:55:58']
536,3361934,Saldanha,ZA,-33.01,17.94,285.15,12.0,54.0,87,54,1.0,2.22,['22 Nov 2020 21:55:58']
537,3389822,Salinópolis,BR,-0.61,-47.36,299.98,27.0,80.0,81,91,4.3,9.56,['22 Nov 2020 21:55:58']
538,3492997,Samaná,DO,19.21,-69.34,297.37,24.0,76.0,87,68,2.73,6.07,['22 Nov 2020 21:55:58']
539,5530022,San Angelo,US,31.46,-100.44,284.71,12.0,53.0,80,100,2.68,5.96,['22 Nov 2020 21:55:58']
540,7647007,Bariloche,AR,-41.15,-71.31,285.15,12.0,54.0,62,0,5.7,12.67,['22 Nov 2020 21:55:58']
541,3628473,San Cristobal,VE,7.77,-72.22,291.89,19.0,66.0,90,69,0.93,2.07,['22 Nov 2020 21:55:58']
542,3669549,San José del Palmar,CO,4.97,-76.23,290.04,17.0,62.0,100,96,0.55,1.22,['22 Nov 2020 21:55:58']
543,3837213,San Juan,AR,-31.54,-68.54,302.47,29.0,85.0,33,0,11.1,24.67,['22 Nov 2020 21:55:58']
544,3444105,San Matías,BO,-16.37,-58.4,299.85,27.0,80.0,34,14,1.39,3.09,['22 Nov 2020 21:55:58']
545,1688781,City of San Pedro,PH,14.35,121.02,304.81,32.0,89.0,52,40,8.2,18.22,['22 Nov 2020 21:55:58']
546,1688696,San Policarpo,PH,12.18,125.51,298.85,26.0,78.0,89,100,5.61,12.47,['22 Nov 2020 21:55:58']
547,2282006,San-Pédro,CI,4.75,-6.64,298.11,25.0,77.0,89,100,2.14,4.76,['22 Nov 2020 21:55:58']
548,3662489,Santa Isabel Rio Negro,BR,-0.41,-65.02,296.7,23.0,74.0,88,32,0.48,1.07,['22 Nov 2020 21:55:58']
549,2511102,Santa Pola,ES,38.19,-0.57,281.92,9.0,48.0,81,0,2.6,5.78,['22 Nov 2020 21:55:58']
550,1687894,Santa Rosa,PH,14.31,121.11,304.8,32.0,89.0,52,40,8.2,18.22,['22 Nov 2020 21:55:58']
551,3835869,Santiago del Estero,AR,-27.8,-64.26,301.19,28.0,82.0,38,17,8.58,19.07,['22 Nov 2020 21:55:58']
552,3388847,São Félix do Xingu,BR,-6.64,-51.99,294.89,22.0,71.0,97,100,0.18,0.4,['22 Nov 2020 21:55:58']
553,3374210,São Filipe,CV,14.9,-24.5,298.18,25.0,77.0,75,81,1.74,3.87,['22 Nov 2020 21:55:58']
554,3662342,São Gabriel da Cachoeira,BR,-0.13,-67.09,296.78,24.0,75.0,92,89,0.37,0.82,['22 Nov 2020 21:55:58']
555,3448903,São João da Barra,BR,-21.64,-41.05,295.84,23.0,73.0,83,100,4.18,9.29,['22 Nov 2020 21:55:58']
556,3388441,São José de Ribamar,BR,-2.56,-44.05,298.15,25.0,77.0,100,75,2.1,4.67,['22 Nov 2020 21:55:58']
557,3388145,São Raimundo Nonato,BR,-9.02,-42.7,295.71,23.0,73.0,87,49,0.78,1.73,['22 Nov 2020 21:55:58']
558,2323675,Sapele,NG,5.89,5.68,298.04,25.0,77.0,93,100,1.18,2.62,['22 Nov 2020 21:55:58']
559,2425791,Sarh,TD,9.14,18.39,294.15,21.0,70.0,77,0,1.03,2.29,['22 Nov 2020 21:55:58']
560,2281951,Sassandra,CI,4.95,-6.08,297.89,25.0,77.0,88,99,2.25,5.0,['22 Nov 2020 21:55:58']
561,145531,Saurimo,AO,-9.66,20.39,291.09,18.0,64.0,97,100,1.3,2.89,['22 Nov 2020 21:55:58']
562,2391893,Savé,BJ,8.04,2.49,297.59,24.0,76.0,75,60,0.9,2.0,['22 Nov 2020 21:55:58']
563,70979,Sayyan,YE,15.17,44.32,280.53,7.0,45.0,57,36,1.77,3.93,['22 Nov 2020 21:55:58']
564,2638419,Scarborough,GB,54.28,-0.4,275.48,2.0,36.0,86,2,2.68,5.96,['22 Nov 2020 21:55:58']
565,3691954,Sechura,PE,-5.56,-80.82,291.52,18.0,65.0,75,0,4.65,10.33,['22 Nov 2020 21:55:58']
566,6144312,Sept-Îles,CA,50.2,-66.38,265.0,-8.0,17.0,62,100,1.0,2.22,['22 Nov 2020 21:55:58']
567,1492663,Serov,RU,59.6,60.58,266.33,-7.0,20.0,88,73,4.52,10.04,['22 Nov 2020 21:55:58']
568,1280037,Shache,CN,38.42,77.24,268.4,-5.0,23.0,76,79,1.95,4.33,['22 Nov 2020 21:55:58']
569,933077,Shakawe,BW,-18.37,21.85,295.13,22.0,72.0,78,100,1.3,2.89,['22 Nov 2020 21:55:58']
570,4842898,Shelton,US,41.32,-73.09,284.04,11.0,52.0,81,90,7.2,16.0,['22 Nov 2020 21:55:58']
571,1529195,Shihezi,CN,44.3,86.03,267.13,-6.0,21.0,80,1,1.71,3.8,['22 Nov 2020 21:55:58']
572,1735902,Sibu,MY,2.3,111.82,301.01,28.0,82.0,78,40,2.6,5.78,['22 Nov 2020 21:55:58']
573,2383119,Sibut,CF,5.72,19.07,294.84,22.0,71.0,54,66,0.82,1.82,['22 Nov 2020 21:55:58']
574,2487130,Sidi Ali,DZ,36.1,0.42,283.46,11.0,51.0,73,0,1.28,2.84,['22 Nov 2020 21:55:58']
575,1626936,Singaparna,ID,-7.35,108.11,303.26,30.0,86.0,56,81,1.45,3.22,['22 Nov 2020 21:55:58']
576,3380290,Sinnamary,GF,5.38,-52.95,298.48,26.0,78.0,90,97,4.05,9.0,['22 Nov 2020 21:55:58']
577,174972,Sisian,AM,39.53,46.03,277.15,4.0,39.0,80,75,2.1,4.67,['22 Nov 2020 21:55:58']
578,5557293,Sitka,US,57.05,-135.33,277.15,4.0,39.0,86,90,3.1,6.89,['22 Nov 2020 21:55:58']
579,1491719,Sladkovo,RU,55.53,70.34,262.01,-11.0,12.0,92,30,1.22,2.71,['22 Nov 2020 21:55:58']
580,149812,Sokoni,TZ,-6.43,39.55,299.82,27.0,80.0,80,4,3.93,8.73,['22 Nov 2020 21:55:58']
581,2134814,Sola,VU,-13.88,167.55,299.39,26.0,79.0,83,90,4.77,10.6,['22 Nov 2020 21:55:58']
582,490683,Somovo,RU,51.74,39.37,270.15,-3.0,27.0,86,75,5.0,11.11,['22 Nov 2020 21:55:58']
583,1626542,Sorong,ID,-0.88,131.25,302.21,29.0,84.0,68,84,2.17,4.82,['22 Nov 2020 21:55:58']
584,2236967,Soyo,AO,-6.13,12.37,298.16,25.0,77.0,88,100,2.85,6.33,['22 Nov 2020 21:55:58']
585,1255619,Srīvardhan,IN,18.03,73.02,299.24,26.0,79.0,55,1,2.44,5.42,['22 Nov 2020 21:55:58']
586,2636638,Stromness,GB,58.97,-3.3,279.15,6.0,43.0,81,69,4.6,10.22,['22 Nov 2020 21:55:58']
587,3903987,Sucre,BO,-19.03,-65.26,287.68,14.0,58.0,63,84,2.36,5.24,['22 Nov 2020 21:55:58']
588,2295065,Suhum,GH,6.04,-0.45,298.15,25.0,77.0,88,0,3.6,8.0,['22 Nov 2020 21:55:58']
589,486725,Sukhaya Buyvola,RU,45.15,43.0,271.15,-2.0,28.0,92,90,5.0,11.11,['22 Nov 2020 21:55:58']
590,286245,Sur,OM,22.57,59.53,296.12,23.0,73.0,46,0,1.41,3.13,['22 Nov 2020 21:55:58']
591,1490624,Surgut,RU,61.25,73.42,265.15,-8.0,18.0,100,75,3.0,6.67,['22 Nov 2020 21:55:58']
592,2281120,Tabou,CI,4.42,-7.35,298.65,26.0,78.0,86,100,3.07,6.82,['22 Nov 2020 21:55:58']
593,2294915,Takoradze,GH,4.88,-1.76,298.5,26.0,78.0,88,45,3.54,7.87,['22 Nov 2020 21:55:58']
594,3386931,Tamandaré,BR,-8.76,-35.1,297.76,24.0,76.0,80,72,2.61,5.8,['22 Nov 2020 21:55:58']
595,2439155,Tanout,NE,14.97,8.89,292.78,19.0,67.0,31,0,2.73,6.07,['22 Nov 2020 21:55:58']
596,2450173,Taoudenni,ML,22.68,-3.98,287.14,14.0,57.0,37,0,5.84,12.98,['22 Nov 2020 21:55:58']
597,3424607,Tasiilaq,GL,65.61,-37.64,267.15,-6.0,21.0,73,99,1.5,3.33,['22 Nov 2020 21:55:58']
598,4033557,Tautira,PF,-17.73,-149.15,302.1,29.0,84.0,70,75,3.1,6.89,['22 Nov 2020 21:55:58']
599,2363908,Tchamba,TG,9.03,1.42,295.73,23.0,73.0,46,1,0.81,1.8,['22 Nov 2020 21:55:58']
600,2221607,Tcholliré,CM,8.4,14.17,295.78,23.0,73.0,45,100,0.24,0.53,['22 Nov 2020 21:55:58']
601,2438855,Téra,NE,14.01,0.75,294.9,22.0,71.0,21,0,2.52,5.6,['22 Nov 2020 21:55:58']
602,3386467,Terra Santa,BR,-2.1,-56.49,297.04,24.0,75.0,92,100,1.32,2.93,['22 Nov 2020 21:55:58']
603,2449893,Tessalit,ML,20.2,1.01,287.12,14.0,57.0,38,0,5.74,12.76,['22 Nov 2020 21:55:58']
604,1026014,Tete,MZ,-16.16,33.59,302.15,29.0,84.0,62,0,2.6,5.78,['22 Nov 2020 21:55:58']
605,1254709,Tezu,IN,27.92,96.17,294.22,21.0,70.0,36,93,0.53,1.18,['22 Nov 2020 21:55:58']
606,3573374,The Valley,AI,18.22,-63.06,299.74,27.0,80.0,74,40,6.2,13.78,['22 Nov 2020 21:55:58']
607,1337610,Thinadhoo,MV,0.53,72.93,301.23,28.0,83.0,71,100,2.13,4.73,['22 Nov 2020 21:55:58']
608,4226364,Thomaston,US,32.89,-84.33,288.01,15.0,59.0,77,1,1.92,4.27,['22 Nov 2020 21:55:58']
609,6165406,Thompson,CA,55.74,-97.86,255.15,-18.0,-0.0,84,90,1.5,3.33,['22 Nov 2020 21:55:58']
610,2015306,Tiksi,RU,71.69,128.87,251.52,-22.0,-7.0,89,1,2.54,5.64,['22 Nov 2020 21:55:58']
611,2120591,Tilichiki,RU,60.47,166.1,256.69,-17.0,2.0,95,10,2.78,6.18,['22 Nov 2020 21:55:58']
612,1053384,Toamasina,MG,-18.17,49.38,296.15,23.0,73.0,88,20,1.0,2.22,['22 Nov 2020 21:55:58']
613,2414659,Tokonou,GN,9.65,-9.78,292.88,20.0,68.0,59,15,0.94,2.09,['22 Nov 2020 21:55:58']
614,2510407,Toledo,ES,39.83,-4.0,280.37,7.0,45.0,66,0,0.84,1.87,['22 Nov 2020 21:55:58']
615,3661894,Tonantins,BR,-2.87,-67.8,297.01,24.0,75.0,95,80,0.72,1.6,['22 Nov 2020 21:55:58']
616,1623424,Tondano,ID,1.3,124.91,299.15,26.0,79.0,94,40,1.0,2.22,['22 Nov 2020 21:55:58']
617,6167817,Torbay,CA,47.67,-52.73,268.41,-5.0,23.0,73,20,2.6,5.78,['22 Nov 2020 21:55:58']
618,2522890,Tortolì,IT,39.93,9.66,285.15,12.0,54.0,71,40,5.7,12.67,['22 Nov 2020 21:55:58']
619,3382867,Totness,SR,5.88,-56.32,298.04,25.0,77.0,88,100,2.84,6.31,['22 Nov 2020 21:55:58']
620,3386213,Touros,BR,-5.2,-35.46,297.15,24.0,75.0,88,20,1.5,3.33,['22 Nov 2020 21:55:58']
621,3386177,Trairi,BR,-3.28,-39.27,299.38,26.0,79.0,80,20,4.14,9.2,['22 Nov 2020 21:55:58']
622,3833883,Trelew,AR,-43.25,-65.31,295.5,22.0,72.0,20,67,4.07,9.04,['22 Nov 2020 21:55:58']
623,2210247,Tripoli,LY,32.88,13.19,288.01,15.0,59.0,84,99,4.17,9.27,['22 Nov 2020 21:55:58']
624,204953,Tshikapa,CD,-6.42,20.8,293.95,21.0,69.0,91,73,0.84,1.87,['22 Nov 2020 21:55:58']
625,2273435,Tubmanburg,LR,6.87,-10.82,295.66,23.0,73.0,95,74,0.79,1.76,['22 Nov 2020 21:55:58']
626,3385980,Tucumã,BR,-0.18,-50.05,297.98,25.0,77.0,88,100,1.49,3.31,['22 Nov 2020 21:55:58']
627,2014927,Tulun,RU,54.56,100.58,270.24,-3.0,27.0,96,99,2.83,6.29,['22 Nov 2020 21:55:58']
628,1337619,Ugoofaaru,MV,5.67,73.0,301.0,28.0,82.0,76,49,5.81,12.91,['22 Nov 2020 21:55:58']
629,364933,Umm Kaddadah,SD,13.6,26.69,292.05,19.0,66.0,27,12,6.84,15.2,['22 Nov 2020 21:55:58']
630,100926,Umluj,SA,25.02,37.27,297.93,25.0,77.0,38,0,3.87,8.6,['22 Nov 2020 21:55:58']
631,1488429,Uray,RU,60.12,64.78,265.33,-8.0,18.0,92,46,4.55,10.11,['22 Nov 2020 21:55:58']
632,3666409,Uribia,CO,11.71,-72.27,299.6,27.0,80.0,83,97,4.88,10.84,['22 Nov 2020 21:55:58']
633,149132,Usevya,TZ,-7.1,31.23,293.15,20.0,68.0,88,0,0.63,1.4,['22 Nov 2020 21:55:58']
634,3833367,Ushuaia,AR,-54.8,-68.3,280.15,7.0,45.0,75,40,5.1,11.33,['22 Nov 2020 21:55:58']
635,2971298,Ussel,FR,45.55,2.32,275.08,2.0,35.0,79,0,0.3,0.67,['22 Nov 2020 21:55:58']
636,149050,Uvinza,TZ,-5.1,30.39,292.06,19.0,66.0,90,45,0.23,0.51,['22 Nov 2020 21:55:58']
637,4032243,Vaini,TO,-21.2,-175.2,300.15,27.0,81.0,74,75,4.1,9.11,['22 Nov 2020 21:55:58']
638,4228147,Valdosta,US,30.83,-83.28,289.28,16.0,61.0,82,1,2.42,5.38,['22 Nov 2020 21:55:58']
639,3868633,Vallenar,CL,-28.57,-70.76,287.76,14.0,58.0,56,0,0.09,0.2,['22 Nov 2020 21:55:58']
640,2732965,Valpaços,PT,41.61,-7.31,280.16,7.0,45.0,71,40,0.6,1.33,['22 Nov 2020 21:55:58']
641,632542,Vammala,FI,61.33,22.9,275.8,3.0,37.0,86,0,5.7,12.67,['22 Nov 2020 21:55:58']
642,2084442,Vanimo,PG,-2.67,141.3,301.86,29.0,84.0,77,93,0.52,1.16,['22 Nov 2020 21:55:58']
643,2137773,Vao,NC,-22.67,167.48,295.53,22.0,72.0,76,0,6.81,15.13,['22 Nov 2020 21:55:58']
644,2280045,Vavoua,CI,7.38,-6.48,294.93,22.0,71.0,92,63,1.45,3.22,['22 Nov 2020 21:55:58']
645,2013639,Verkhnevilyuysk,RU,63.45,120.32,258.36,-15.0,5.0,94,100,1.42,3.16,['22 Nov 2020 21:55:58']
646,2610343,Vestmanna,FO,62.16,-7.17,277.15,4.0,39.0,86,35,2.6,5.78,['22 Nov 2020 21:55:58']
647,3412093,Vestmannaeyjar,IS,63.44,-20.27,276.33,3.0,38.0,78,19,6.89,15.31,['22 Nov 2020 21:55:58']
648,1819729,Hong Kong,HK,22.29,114.16,294.82,22.0,71.0,83,93,0.45,1.0,['22 Nov 2020 21:55:58']
649,3832899,Viedma,AR,-40.81,-63.0,292.59,19.0,67.0,68,97,0.89,1.98,['22 Nov 2020 21:55:58']
650,3374120,Vila do Maio,CV,15.13,-23.22,297.15,24.0,75.0,83,0,2.6,5.78,['22 Nov 2020 21:55:58']
651,3372472,Vila Franca do Campo,PT,37.72,-25.43,289.15,16.0,61.0,87,20,4.1,9.11,['22 Nov 2020 21:55:58']
652,3445026,Vila Velha,BR,-20.33,-40.29,296.15,23.0,73.0,94,75,1.5,3.33,['22 Nov 2020 21:55:58']
653,178522,Voi,KE,-3.39,38.56,294.63,22.0,71.0,89,63,1.61,3.58,['22 Nov 2020 21:55:58']
654,784227,Vranje,RS,42.55,21.9,271.23,-2.0,29.0,92,0,0.74,1.64,['22 Nov 2020 21:55:58']
655,942511,Vryburg,ZA,-26.96,24.73,293.27,20.0,68.0,77,0,6.43,14.29,['22 Nov 2020 21:55:58']
656,3359638,Walvis Bay,NA,-22.96,14.51,285.8,13.0,55.0,93,0,2.1,4.67,['22 Nov 2020 21:55:58']
657,5815135,Washington,US,47.5,-120.5,275.49,2.0,36.0,88,100,0.6,1.33,['22 Nov 2020 21:55:58']
658,204283,Watsa,CD,3.04,29.54,290.48,17.0,63.0,98,5,0.91,2.02,['22 Nov 2020 21:55:58']
659,2960964,Wexford,IE,52.33,-6.46,275.93,3.0,37.0,88,33,3.24,7.2,['22 Nov 2020 21:55:58']
660,5321473,Winslow,US,35.02,-110.7,282.15,9.0,48.0,31,1,2.1,4.67,['22 Nov 2020 21:55:58']
661,1604869,Yala,TH,6.33,101.25,298.15,25.0,77.0,100,75,2.1,4.67,['22 Nov 2020 21:55:58']
662,203717,Yangambi,CD,0.81,24.43,294.96,22.0,71.0,89,100,0.46,1.02,['22 Nov 2020 21:55:58']
663,3979975,Yaqui,MX,27.37,-110.17,296.37,23.0,74.0,44,0,2.32,5.16,['22 Nov 2020 21:55:58']
664,1252770,Yavatmal,IN,20.4,78.13,291.4,18.0,65.0,44,0,2.95,6.56,['22 Nov 2020 21:55:58']
665,1162316,Yazman,PK,29.12,71.74,290.02,17.0,62.0,29,0,2.79,6.2,['22 Nov 2020 21:55:58']
666,6185377,Yellowknife,CA,62.46,-114.35,257.07,-16.0,3.0,84,90,7.2,16.0,['22 Nov 2020 21:55:58']
667,2318123,Yenagoa,NG,4.92,6.26,297.76,24.0,76.0,92,100,1.77,3.93,['22 Nov 2020 21:55:58']
668,1786657,Yinchuan,CN,38.47,106.27,266.65,-7.0,20.0,87,56,2.73,6.07,['22 Nov 2020 21:55:58']
669,2220853,Yokadouma,CM,3.52,15.05,297.03,24.0,75.0,62,99,0.31,0.69,['22 Nov 2020 21:55:58']
670,2402715,Yonibana,SL,8.44,-12.24,295.69,23.0,73.0,96,7,0.64,1.42,['22 Nov 2020 21:55:58']
671,2448442,Yorosso,ML,12.35,-4.78,294.74,22.0,71.0,22,0,2.98,6.62,['22 Nov 2020 21:55:58']
672,6355222,Yulara,AU,-25.24,130.99,304.15,31.0,88.0,23,73,6.2,13.78,['22 Nov 2020 21:55:58']
673,3104324,Zaragoza,ES,41.66,-0.88,273.15,0.0,32.0,63,0,0.5,1.11,['22 Nov 2020 21:55:58']
674,235826,Zemio,CF,5.03,25.14,293.03,20.0,68.0,75,2,0.76,1.69,['22 Nov 2020 21:55:58']
675,2804642,Zeven,DE,53.3,9.28,277.81,4.0,40.0,92,97,1.79,3.98,['22 Nov 2020 21:55:58']
676,453850,Zilupe,LV,56.39,28.12,277.94,5.0,41.0,85,98,4.57,10.16,['22 Nov 2020 21:55:58']
